"GCM","x_axis","y_axis","Distance","Within_circle"
"mpi_esm_lr",0.173426994267818,0.114522536225935,0.207827653704675,TRUE
"gfdl_esm2g",-0.222372863029096,0.143400218241125,0.264600288743908,TRUE
"csiro_mk3_6_0",-0.253739633876518,0.224645337409086,0.338894274692612,TRUE
"bcc_csm1_1_m",-0.328904315839502,-0.101777583004352,0.344291628390902,TRUE
"csiro_access1_3",-0.379162232631725,0.2626320707708,0.461237035862942,TRUE
"mpi_esm_mr",0.443135179423934,0.12969114244096,0.461723488324694,TRUE
"bcc_csm1_1",0.373355491640029,0.288375512324896,0.47175709771705,TRUE
"ec_earth",0.259560707351229,-0.395424863388259,0.473003787919604,TRUE
"ncar_ccsm4",-0.243669322507585,0.445288770245535,0.507599081596969,TRUE
"miroc_miroc5",-0.510230342257045,0.0392225818875007,0.511735686746257,TRUE
"csiro_access1_0",0.0273589994460224,-0.577999651012185,0.57864679332119,TRUE
"ipsl_cm5a_lr",0.57847931497213,0.162554614609172,0.600884615031339,TRUE
"fio_esm",-0.405877709107408,0.490167889707718,0.636397104684484,TRUE
"mohc_hadgem2_es",0.640606157749707,-0.066694806653383,0.644068666045302,TRUE
"gfdl_cm3",0.474894107406314,-0.498169339060377,0.688256568169962,TRUE
"cesm1_bgc",0.572175519996157,0.429049060030761,0.715169855066719,TRUE
"mohc_hadgem2_cc",0.701949006952245,0.251501874767563,0.745644420198289,TRUE
"miroc_esm_chem",0.736466240316444,-0.180561287235029,0.758277588732391,TRUE
"miroc_esm",0.788496104088462,-0.290238744053095,0.840217016438135,TRUE
"ipsl_cm5b_lr",-0.829678227688435,-0.212917424633355,0.856562777158057,TRUE
"bnu_esm",0.861089238112251,0.0922200978493452,0.866013407771543,TRUE
"nimr_hadgem2_ao",0.869398475127883,-0.149838808801973,0.882216173722678,TRUE
"cesm1_cam5",0.897855829516034,0.0565479754369712,0.899634794859529,TRUE
"gfdl_esm2m",-0.848126336447275,-0.407076786088676,0.940760220432264,TRUE
"giss_e2_h",-0.848613464256538,-0.564252439704283,1.01908077571394,TRUE
"lasg_fgoals_g2",-0.993906378135659,0.319621829867032,1.04403448344693,TRUE
"giss_e2_r",-1.0311354797106,0.234676325924709,1.05750335955378,TRUE
"ipsl_cm5a_mr",1.11010304515527,-0.100036991417062,1.11460135049029,TRUE
"ncc_noresm1_m",-1.13773851586923,0.0920703597505589,1.14145778793476,TRUE
"cccma_canesm2",1.16462576807325,0.299394034834415,1.20249322981655,TRUE
"inm_cm4",-1.24169025549473,-0.346941143821428,1.28924894720402,TRUE
"mri_cgcm3",-1.39813110274383,-0.183652363450624,1.41014140108738,FALSE
