"GCM","x_axis","y_axis","Distance","Within_circle"
"ncar_ccsm4",-0.0191925040603498,0.168486102415693,0.169575702620799,TRUE
"miroc_miroc5",-0.110229153439062,0.134181295197977,0.173652199090305,TRUE
"csiro_access1_3",-0.141047794151257,0.365679764126761,0.391938987760517,TRUE
"bnu_esm",0.323284460196213,-0.298946714416296,0.440320315525704,TRUE
"gfdl_esm2g",0.417509602295655,0.140839218709991,0.440624504012109,TRUE
"ncc_noresm1_m",-0.326101664293455,0.319416251558414,0.456474574554366,TRUE
"csiro_access1_0",-0.0228419572550153,-0.464107922324495,0.464669687601418,TRUE
"mohc_hadgem2_cc",0.478659083876857,0.05415129696253,0.481712446943772,TRUE
"cesm1_bgc",0.344176872517711,0.412201654624236,0.536998997811942,TRUE
"mohc_hadgem2_es",0.548199793953939,0.018929231716595,0.548526507932408,TRUE
"giss_e2_h_cc",-0.574313513256912,0.201086689434831,0.608499686259046,TRUE
"bcc_csm1_1_m",-0.613059384446254,-0.09215386943354,0.619946888458353,TRUE
"miroc_esm_chem",0.693529780022755,0.111064077816231,0.702366560393916,TRUE
"inm_cm4",-0.699433978723263,-0.0691480198274892,0.702843751653749,TRUE
"mpi_esm_lr",-0.711191133077601,-0.142040638085025,0.725236768673379,TRUE
"bcc_csm1_1",0.715713893990057,0.19743102328559,0.74244554480851,TRUE
"lasg_fgoals_g2",-0.748156145739444,0.0560156305150308,0.750250204444955,TRUE
"ipsl_cm5a_lr",0.754771328332681,0.00729615816382899,0.754806592444072,TRUE
"miroc_esm",0.773173382950748,0.0312846906052834,0.773806055785151,TRUE
"gfdl_esm2m",-0.812754246383987,-0.100140184292125,0.818900190209566,TRUE
"cesm1_cam5",0.873849394363399,0.194342767528001,0.895199349485757,TRUE
"gfdl_cm3",0.889288106721947,-0.350031869280523,0.955696419512557,TRUE
"nimr_hadgem2_ao",0.937959231840491,-0.296789491617961,0.983794451564783,TRUE
"giss_e2_r",-1.00253539760929,-0.312395035168889,1.05007994050824,TRUE
"csiro_mk3_6_0",-1.0664883108244,0.139768700811034,1.07560801728673,TRUE
"giss_e2_r_cc",-0.935855406278606,-0.628411153598602,1.12726479561282,TRUE
"ipsl_cm5a_mr",1.14462680927742,-0.00540101234600886,1.14463955175897,TRUE
"fio_esm",-1.10115065955486,0.318605993832586,1.14631695195707,TRUE
"cccma_canesm2",1.19046846233835,0.240695338980881,1.21455728808046,TRUE
"mri_cgcm3",-1.20085895358446,-0.351909975894539,1.25136040273698,TRUE
