"GCM","x_axis","y_axis","Distance","Within_circle"
"cesm1_bgc",0.0620639382991355,0.0833501728384308,0.103919121192373,TRUE
"mpi_esm_mr",0.119331571792323,0.0419635559864903,0.126494917121035,TRUE
"csiro_mk3_6_0",0.144756121762496,0.095066293300774,0.173181797281549,TRUE
"bcc_csm1_1_m",-0.193317251644143,0.0057310361691324,0.193402183438598,TRUE
"mpi_esm_lr",-0.19844599663366,0.0888508923788556,0.217428826645515,TRUE
"ec_earth",-0.150546201193796,-0.16574751682889,0.223911585293897,TRUE
"ncar_ccsm4",-0.0476397007155502,0.256688230844531,0.261071616493181,TRUE
"ipsl_cm5b_lr",0.207096390115494,0.169870340062722,0.267852286217411,TRUE
"csiro_access1_3",-0.122950825794719,0.257046480400288,0.284938236552729,TRUE
"bcc_csm1_1",0.191642887615738,0.321660331983068,0.3744227097081,TRUE
"gfdl_esm2g",-0.468259437228045,0.127505720918668,0.485308777398591,TRUE
"miroc_esm",0.489917334803504,-0.0541277176638066,0.492898371635027,TRUE
"cesm1_cam5",0.490347668587769,0.0629530045661686,0.494372245249841,TRUE
"miroc_miroc5",-0.608008010879655,0.000132153201490029,0.608008025241694,TRUE
"mohc_hadgem2_cc",0.633126590751889,0.00322886904754972,0.633134824119189,TRUE
"nimr_hadgem2_ao",0.660318015773251,-0.126144822422684,0.672259174856524,TRUE
"miroc_esm_chem",0.594334575685,-0.402957755987372,0.7180588701249,TRUE
"csiro_access1_0",0.0925535080488857,-0.720529104045243,0.72644913216852,TRUE
"fio_esm",-0.666279365325282,0.328296971093211,0.742769879496495,TRUE
"ncc_noresm1_m",-0.742547812925264,0.151727635443884,0.757890842956613,TRUE
"mohc_hadgem2_es",0.787863771479634,-0.409365901925329,0.887868100603491,TRUE
"gfdl_cm3",0.843655106059942,-0.370653479396571,0.921486809330333,TRUE
"lasg_fgoals_g2",-0.9079166516647,0.169028710585793,0.923516838705357,TRUE
"ipsl_cm5a_lr",0.966020731047108,-0.0482751739598228,0.967226212027797,TRUE
"giss_e2_h",-0.968618826488777,0.0661774431896251,0.970876863982046,TRUE
"bnu_esm",1.03656628346238,0.221751929594955,1.06002055559791,TRUE
"gfdl_esm2m",-1.10366087613969,-0.213569096297585,1.12413481772197,TRUE
"ipsl_cm5a_mr",1.17701227662758,-0.0914147914972864,1.18055688699721,TRUE
"inm_cm4",-1.3017271902884,-0.401564256367403,1.36225824641587,TRUE
"giss_e2_r",-1.18729409650862,0.683927949926187,1.37019148745511,TRUE
"mri_cgcm3",-1.56249477899349,-0.232711874380705,1.57972932835334,TRUE
"cccma_canesm2",1.73310025051166,0.102103769240874,1.7361053130547,FALSE
