"GCM","x_axis","y_axis","Distance","Within_circle"
"gfdl_esm2g",-0.0855471034723968,0.0216452600909089,0.0882429838396235,TRUE
"ncar_ccsm4",0.0180890927496609,0.0868375244641863,0.0887015835911287,TRUE
"ipsl_cm5a_mr",-0.0694029840140264,-0.1198212854526,0.13846990516919,TRUE
"miroc_miroc5",-0.195446840223084,0.112879759574602,0.225701810969269,TRUE
"csiro_access1_3",0.0658438858580118,0.21889472027736,0.228583279944502,TRUE
"cesm1_bgc",0.213679432858865,0.10969442414953,0.240191104573802,TRUE
"bcc_csm1_1_m",-0.289712885821549,-0.0097188509157454,0.289875856659661,TRUE
"ncc_noresm1_m",-0.260288145045474,0.305194074877514,0.401115122865688,TRUE
"csiro_mk3_6_0",-0.418616722711975,-0.0164901002439146,0.418941384850158,TRUE
"csiro_access1_0",0.177377806644383,-0.463541383893603,0.496319958164054,TRUE
"bcc_csm1_1",0.41322761851223,0.336078785781579,0.532640605806307,TRUE
"mohc_hadgem2_cc",0.431232793397429,-0.365811986389214,0.565491053410549,TRUE
"cesm1_cam5",0.563611818559508,0.109281511970829,0.574108640309991,TRUE
"miroc_esm_chem",0.651770235936829,-0.0765705514463859,0.656252611272484,TRUE
"lasg_fgoals_g2",-0.699137912391361,0.194758901117873,0.725758120938093,TRUE
"miroc_esm",0.718707138329587,0.115522808512224,0.727932325132259,TRUE
"giss_e2_r_cc",-0.72740675115103,-0.0383201056100914,0.728415411776869,TRUE
"bnu_esm",0.845053687657375,0.103351967025073,0.85135031808961,TRUE
"mohc_hadgem2_es",0.785345991448229,-0.338538861910892,0.855205757293369,TRUE
"mpi_esm_lr",-0.928818992888758,0.060276027555928,0.930772754784329,TRUE
"giss_e2_r",-0.916497399882223,0.25576108403313,0.951515221158693,TRUE
"giss_e2_h_cc",-0.699398330324689,0.698024963958891,0.988127964775197,TRUE
"nimr_hadgem2_ao",0.917598656984899,-0.459333827579521,1.02614563316293,TRUE
"ipsl_cm5a_lr",0.986535342930414,-0.321539693913449,1.03761252768689,TRUE
"inm_cm4",-1.03263923663546,-0.320353549241262,1.08118924779639,TRUE
"gfdl_esm2m",-1.08123348659919,-0.0746038009872486,1.08380421648247,TRUE
"mri_cgcm3",-1.20705506648297,-0.300790536978693,1.24396819921497,TRUE
"fio_esm",-1.22940659954599,0.319430538740092,1.27022693094069,TRUE
"gfdl_cm3",1.3937287462823,-0.264195018719322,1.41854814022286,TRUE
"cccma_canesm2",1.65880620904044,0.121997201152222,1.6632863121664,FALSE
