"GCM","x_axis","y_axis","Distance","Within_circle"
"mpi_esm_lr",0.173426994267818,0.0888508923788556,0.194862524404486,TRUE
"gfdl_esm2g",-0.222372863029096,0.127505720918668,0.256334545230927,TRUE
"csiro_mk3_6_0",-0.253739633876518,0.095066293300774,0.270963838771409,TRUE
"ec_earth",0.259560707351229,-0.16574751682889,0.30796753097626,TRUE
"bcc_csm1_1_m",-0.328904315839502,0.0057310361691324,0.328954242643902,TRUE
"ncar_ccsm4",-0.243669322507585,0.256688230844531,0.353925962010984,TRUE
"mpi_esm_mr",0.443135179423934,0.0419635559864903,0.445117655540772,TRUE
"csiro_access1_3",-0.379162232631725,0.257046480400288,0.458079569224005,TRUE
"bcc_csm1_1",0.373355491640029,0.321660331983068,0.492807966970123,TRUE
"miroc_miroc5",-0.510230342257045,0.000132153201490029,0.510230359371343,TRUE
"fio_esm",-0.405877709107408,0.328296971093211,0.522030282626645,TRUE
"cesm1_bgc",0.572175519996157,0.0833501728384308,0.578214559653308,TRUE
"ipsl_cm5a_lr",0.57847931497213,-0.0482751739598228,0.580490146575698,TRUE
"gfdl_cm3",0.474894107406314,-0.370653479396571,0.602418803688949,TRUE
"mohc_hadgem2_cc",0.701949006952245,0.00322886904754972,0.701956433090095,TRUE
"csiro_access1_0",0.0273589994460224,-0.720529104045243,0.721048337233315,TRUE
"mohc_hadgem2_es",0.640606157749707,-0.409365901925329,0.760234628917929,TRUE
"miroc_esm",0.788496104088462,-0.0541277176638066,0.790351767241761,TRUE
"miroc_esm_chem",0.736466240316444,-0.402957755987372,0.83949834796515,TRUE
"ipsl_cm5b_lr",-0.829678227688435,0.169870340062722,0.846889540573768,TRUE
"giss_e2_h",-0.848613464256538,0.0661774431896251,0.851189911655794,TRUE
"gfdl_esm2m",-0.848126336447275,-0.213569096297585,0.874602790682058,TRUE
"nimr_hadgem2_ao",0.869398475127883,-0.126144822422684,0.878502262250211,TRUE
"bnu_esm",0.861089238112251,0.221751929594955,0.889184229657625,TRUE
"cesm1_cam5",0.897855829516034,0.0629530045661686,0.9000600932048,TRUE
"lasg_fgoals_g2",-0.993906378135659,0.169028710585793,1.00817686618026,TRUE
"ipsl_cm5a_mr",1.11010304515527,-0.0914147914972864,1.11386059943221,TRUE
"ncc_noresm1_m",-1.13773851586923,0.151727635443884,1.14781104971581,TRUE
"cccma_canesm2",1.16462576807325,0.102103769240874,1.16909296437597,TRUE
"giss_e2_r",-1.0311354797106,0.683927949926187,1.23733496604931,TRUE
"inm_cm4",-1.24169025549473,-0.401564256367403,1.30500902011537,TRUE
"mri_cgcm3",-1.39813110274383,-0.232711874380705,1.41736565392896,FALSE
