"GCM","x_axis","y_axis","Distance","Within_circle"
"ncar_ccsm4",-0.0191925040603498,0.0868375244641863,0.0889331651701136,TRUE
"miroc_miroc5",-0.110229153439062,0.112879759574602,0.157772958359511,TRUE
"csiro_access1_3",-0.141047794151257,0.21889472027736,0.260402340235719,TRUE
"bnu_esm",0.323284460196213,0.103351967025073,0.339403110316197,TRUE
"cesm1_bgc",0.344176872517711,0.10969442414953,0.361234807660571,TRUE
"gfdl_esm2g",0.417509602295655,0.0216452600909089,0.418070311423185,TRUE
"ncc_noresm1_m",-0.326101664293455,0.305194074877514,0.446638241528088,TRUE
"csiro_access1_0",-0.0228419572550153,-0.463541383893603,0.464103834926233,TRUE
"mohc_hadgem2_cc",0.478659083876857,-0.365811986389214,0.6024391487643,TRUE
"bcc_csm1_1_m",-0.613059384446254,-0.0097188509157454,0.613136416240906,TRUE
"mohc_hadgem2_es",0.548199793953939,-0.338538861910892,0.644307050337852,TRUE
"miroc_esm_chem",0.693529780022755,-0.0765705514463859,0.697743939513067,TRUE
"mpi_esm_lr",-0.711191133077601,0.060276027555928,0.71374086842924,TRUE
"inm_cm4",-0.699433978723263,-0.320353549241262,0.769307667389405,TRUE
"lasg_fgoals_g2",-0.748156145739444,0.194758901117873,0.773090323294984,TRUE
"miroc_esm",0.773173382950748,0.115522808512224,0.781756099682027,TRUE
"bcc_csm1_1",0.715713893990057,0.336078785781579,0.790692941857223,TRUE
"gfdl_esm2m",-0.812754246383987,-0.0746038009872486,0.816171055684375,TRUE
"ipsl_cm5a_lr",0.754771328332681,-0.321539693913449,0.82040693124512,TRUE
"cesm1_cam5",0.873849394363399,0.109281511970829,0.880656126355747,TRUE
"giss_e2_h_cc",-0.574313513256912,0.698024963958891,0.903921933476176,TRUE
"gfdl_cm3",0.889288106721947,-0.264195018719322,0.927702724299766,TRUE
"giss_e2_r_cc",-0.935855406278606,-0.0383201056100914,0.936639616904422,TRUE
"giss_e2_r",-1.00253539760929,0.25576108403313,1.03464532839298,TRUE
"nimr_hadgem2_ao",0.937959231840491,-0.459333827579521,1.04439220877679,TRUE
"csiro_mk3_6_0",-1.0664883108244,-0.0164901002439146,1.06661578861891,TRUE
"fio_esm",-1.10115065955486,0.319430538740092,1.14654639858921,TRUE
"ipsl_cm5a_mr",1.14462680927742,-0.1198212854526,1.15088125928096,TRUE
"cccma_canesm2",1.19046846233835,0.121997201152222,1.19670316992611,TRUE
"mri_cgcm3",-1.20085895358446,-0.300790536978693,1.2379568544743,TRUE
